company,title,salary,location,submit date,start date
ATIEVA USA INC,"PLM APPLICATIONS DEVELOPER, ENGINEERING TOOLS","145,000","NEWARK, CA",10/23/2019,11/11/2019
ATIEVA USA INC,POWERTRAIN QUALITY ENGINEER,"110,000","CASA GRANDE, AZ",09/10/2020,10/12/2020
ATIEVA USA INC,POWERTRAIN QUALITY ENGINEER,"125,000","NEWARK, CA",07/02/2020,07/06/2020
ATIEVA USA INC,PROCESS ENGINEER,"120,000","NEWARK, CA",06/12/2019,07/17/2019
ATIEVA USA INC,PROCESS ENGINEER,"124,000","CASA GRANDE, AZ",05/21/2020,08/01/2020
ATIEVA USA INC,PROCESS ENGINEER,"140,000","NEWARK, CA",04/17/2020,10/01/2020
ATIEVA USA INC,PROCESS ENGINEER INDUSTRIAL ENGINEER,"110,000","NEWARK, CA",07/16/2020,08/03/2020
ATIEVA USA INC,"PRODUCT MANAGER, INFOTAINMENT","150,000","NEWARK, CA",01/28/2020,02/24/2020
ATIEVA USA INC,PRODUCTION CONTROL ENGINEER,"95,056","NEWARK, CA",04/14/2020,10/01/2020
ATIEVA USA INC,PRODUCTION OPERATIONS MANAGER,"85,000","NEWARK, CA",08/14/2019,08/19/2019
ATIEVA USA INC,PRODUCTION OPERATIONS SUPERVISOR,"85,000","CASA GRANDE, AZ",08/12/2020,08/17/2020
ATIEVA USA INC,"PROGRAM MANAGER, STAKEHOLDER MANAGEMENT","115,086","NEWARK, CA",02/28/2020,03/16/2020
ATIEVA USA INC,"PROGRAM MANAGER, STAKEHOLDER MANAGEMENT","115,086","NEWARK, CA",03/06/2020,04/20/2020
ATIEVA USA INC,"PROGRAM MANAGER, STAKEHOLDER MANAGEMENT","115,086","NEWARK, CA",07/01/2020,08/03/2020
ATIEVA USA INC,PROJECT MANAGER - NEW PRODUCT INTRODUCTION,"140,000","NEWARK, CA",03/13/2020,03/30/2020
ATIEVA USA INC,"QA ENGINEER, INFOTAINMENT","97,011","NEWARK, CA",09/28/2020,10/26/2020
ATIEVA USA INC,"QA ENGINEER, INFOTAINMENT","120,000","NEWARK, CA",02/03/2020,03/23/2020
ATIEVA USA INC,"QA ENGINEER, INFOTAINMENT","160,000","NEWARK, CA",10/05/2020,10/19/2020
ATIEVA USA INC,QNX EMBEDDED SOFTWARE ENGINEER,"180,000","NEWARK, CA",04/23/2020,05/11/2020
ATIEVA USA INC,QUALITY ENGINEER,"110,000","CASA GRANDE, AZ",06/19/2020,06/29/2020
ATIEVA USA INC,SALESFORCE DEVELOPER,"138,000","NEWARK, CA",07/01/2020,07/02/2020
ATIEVA USA INC,SENIOR AEROACOUSTICS ENGINEER,"130,000","NEWARK, CA",12/27/2018,01/02/2019
ATIEVA USA INC,SENIOR ANDROID FRAMEWORK ENGINEER,"165,000","NEWARK, CA",09/23/2020,10/19/2020
ATIEVA USA INC,SENIOR ANDROID SOFTWARE ENGINEER,"137,259","NEWARK, CA",08/16/2019,09/03/2019
ATIEVA USA INC,SENIOR ANDROID SOFTWARE ENGINEER,"145,000","NEWARK, CA",04/26/2019,05/06/2019
ATIEVA USA INC,SENIOR ANDROID SOFTWARE ENGINEER,"160,000","NEWARK, CA",10/25/2019,11/04/2019
ATIEVA USA INC,SENIOR AUTOMOTIVE SW TEST AND VALIDATION ENGINEER,"150,000","NEWARK, CA",11/26/2019,01/06/2020
ATIEVA USA INC,SENIOR BATTERY ALGORITHMS ENGINEER,"160,000","NEWARK, CA",04/01/2019,04/08/2019
ATIEVA USA INC,SENIOR BATTERY ALGORITHMS ENGINEER,"160,000","NEWARK, CA",04/18/2019,04/29/2019
ATIEVA USA INC,SENIOR DATA ENGINEER,"160,000","NEWARK, CA",03/11/2019,03/19/2019
ATIEVA USA INC,"SENIOR DESIGN ENGINEER, EXTERIORS","135,000","NEWARK, CA",12/18/2018,12/27/2018
ATIEVA USA INC,"SENIOR DIAGNOSTIC ENGINEER, CONTROLS","120,000","NEWARK, CA",05/11/2020,06/15/2020
ATIEVA USA INC,SENIOR DIGITAL MODELER,"160,000","NEWARK, CA",04/13/2020,10/01/2020
ATIEVA USA INC,SENIOR DIMENSIONAL ENGINEER,"140,000","NEWARK, CA",05/21/2020,06/15/2020
ATIEVA USA INC,SENIOR ELECTROMAGNETIC ENGINEER,"120,000","NEWARK, CA",11/12/2018,11/19/2018
ATIEVA USA INC,SENIOR EMBEDDED SOFTWARE ENGINEER,"160,000","NEWARK, CA",12/26/2018,01/07/2019
ATIEVA USA INC,SENIOR ENGINEER,"145,000","NEWARK, CA",04/17/2019,09/02/2019
ATIEVA USA INC,"SENIOR ENGINEER, ANDROID SOFTWARE","145,000","NEWARK, CA",04/20/2020,05/25/2020
ATIEVA USA INC,"SENIOR ENGINEER, ANDROID SOFTWARE","145,000","NEWARK, CA",07/10/2020,07/13/2020
ATIEVA USA INC,"SENIOR ENGINEER, ANDROID SOFTWARE","170,000","NEWARK, CA",05/15/2020,06/01/2020
ATIEVA USA INC,"SENIOR ENGINEER, AUTOMOTIVE E E SYSTEMS INTEGRATION","135,000","NEWARK, CA",03/19/2019,03/27/2019
ATIEVA USA INC,"SENIOR ENGINEER, AUTOMOTIVE E E SYSTEMS INTEGRATION","135,000","NEWARK, CA",02/05/2019,02/13/2019
ATIEVA USA INC,"SENIOR ENGINEER, AUTOMOTIVE SW TEST AND VALIDATION","140,000","NEWARK, CA",06/19/2020,07/13/2020
ATIEVA USA INC,"SENIOR ENGINEER, AUTOMOTIVE SW TEST AND VALIDATION","150,000","NEWARK, CA",06/18/2020,06/25/2020
ATIEVA USA INC,"SENIOR ENGINEER, AUTOMOTIVE SW TEST AND VALIDATION","150,000","NEWARK, CA",07/06/2020,07/13/2020
ATIEVA INC,"SENIOR ENGINEER, AUTOMOTIVE SYSTEMS INTEGRATION","135,000","NEWARK, CA",02/11/2019,02/19/2019
ATIEVA USA INC,"SENIOR ENGINEER, BATTERY ALGORITHMS","160,000","NEWARK, CA",09/11/2020,09/28/2020
ATIEVA USA INC,"SENIOR ENGINEER, BATTERY LIFETIME, PERFORMANCE & MODELING","140,000","NEWARK, CA",02/08/2019,08/10/2019
ATIEVA USA INC,"SENIOR ENGINEER, BATTERY MANAGEMENT SYSTEM","165,000","NEWARK, CA",06/06/2019,06/17/2019
ATIEVA USA INC,"SENIOR ENGINEER, BATTERY SYSTEMS","142,000","NEWARK, CA",05/28/2020,09/02/2020
ATIEVA USA INC,"SENIOR ENGINEER, BODY STRUCTURES","120,000","NEWARK, CA",01/08/2019,01/16/2019
ATIEVA USA INC,"SENIOR ENGINEER, BODY STRUCTURES","130,000","NEWARK, CA",05/04/2020,05/04/2020
ATIEVA USA INC,"SENIOR ENGINEER, CLOSURES SYSTEMS","130,000","NEWARK, CA",09/23/2019,10/07/2019
ATIEVA USA INC,"SENIOR ENGINEER, CONTROLS","175,000","NEWARK, CA",10/01/2020,10/12/2020
ATIEVA USA INC,"SENIOR ENGINEER, DEVOPS AND BUILD INFRASTRUCTURE","120,931","NEWARK, CA",10/02/2020,10/26/2020
ATIEVA USA INC,"SENIOR ENGINEER, DEVOPS AND BUILD INFRASTRUCTURE","170,000","NEWARK, CA",07/06/2020,07/13/2020
ATIEVA USA INC,"SENIOR ENGINEER, ELECTRONICS","145,000","NEWARK, CA",03/27/2019,09/26/2019
ATIEVA USA INC,"SENIOR ENGINEER, HARNESS SCHEMATICS","150,000","NEWARK, CA",05/06/2020,05/25/2020
ATIEVA USA INC,"SENIOR ENGINEER, MANUFACTURING SIMULATION TOOLS","120,000","NEWARK, CA",03/16/2020,04/20/2020
ATIEVA USA INC,"SENIOR ENGINEER, MOTOR CONTROLS","170,000","NEWARK, CA",02/27/2019,03/07/2019
ATIEVA USA INC,"SENIOR ENGINEER, MOTOR CONTROLS","170,000","NEWARK, CA",02/27/2019,03/07/2019
ATIEVA USA INC,"SENIOR ENGINEER, MOTOR CONTROLS","170,000","NEWARK, CA",02/27/2019,03/07/2019
ATIEVA USA INC,"SENIOR ENGINEER, MULTI-PHYSICS THERMAL","130,000","NEWARK, CA",05/01/2020,10/01/2020
ATIEVA USA INC,"SENIOR ENGINEER, POWER ELECTRONICS HARDWARE","135,000","NEWARK, CA",12/10/2019,01/06/2020
ATIEVA USA INC,"SENIOR ENGINEER, POWER ELECTRONICS HARDWARE","140,000","NEWARK, CA",03/18/2019,03/27/2019
ATIEVA USA INC,"SENIOR ENGINEER, POWER ELECTRONICS HARDWARE","148,000","NEWARK, CA",05/08/2020,06/01/2020
ATIEVA USA INC,"SENIOR ENGINEER, SOFTWARE","160,000","NEWARK, CA",08/04/2020,08/17/2020
ATIEVA USA INC,SENIOR FIRMWARE ENGINEER,"155,000","NEWARK, CA",02/27/2019,08/29/2019
ATIEVA USA INC,"SENIOR GLOBAL SUPPLY MANAGER, POWERTRAIN SYSTEMS","135,000","NEWARK, CA",03/11/2019,03/19/2019
ATIEVA USA INC DBA LUCID MOTORS USA INC,SENIOR INDUSTRIAL ENGINEER,"120,000","NEWARK, CA",07/07/2020,07/27/2020
ATIEVA USA INC,SENIOR INDUSTRIAL ENGINEER,"120,000","NEWARK, CA",08/30/2019,09/09/2019
ATIEVA USA INC,"SENIOR MANAGER, CRASH SAFETY","220,000","NEWARK, CA",08/27/2020,09/07/2020
ATIEVA USA INC,SENIOR MANUFACTURING CONTROLS ENGINEER,"145,000","NEWARK, CA",09/24/2020,10/26/2020
ATIEVA USA INC,SENIOR MANUFACTURING ENGINEER,"150,000","NEWARK, CA",06/14/2019,06/24/2019
ATIEVA USA INC,SENIOR MASS ENGINEER,"125,000","NEWARK, CA",09/09/2020,10/05/2020
ATIEVA USA INC,"SENIOR MECHANICAL ENGINEER, BATTERY ENCLOSURE","140,000","NEWARK, CA",02/25/2019,03/05/2019
ATIEVA USA INC,SENIOR MULTIPHYSICS ANALYST,"140,000","NEWARK, CA",03/28/2019,09/27/2019
ATIEVA USA INC,SENIOR SENSOR INTEGRATION ENGINEER,"115,000","NEWARK, CA",05/14/2020,10/01/2020
ATIEVA USA INC,SENIOR SENSOR INTEGRATION ENGINEER,"120,000","NEWARK, CA",07/03/2019,07/15/2019
ATIEVA USA INC,"SENIOR SOFTWARE ENGINEER, TELEMATICS","185,000","NEWARK, CA",07/16/2020,08/17/2020
ATIEVA USA INC,"SENIOR SOFTWARE ENGINEER, TELEMATICS","190,000","NEWARK, CA",05/08/2020,06/01/2020
ATIEVA USA INC,"SENIOR SOFTWARE ENGINEER, TELEMATICS","190,000","NEWARK, CA",01/28/2020,02/18/2020
ATIEVA USA INC,SENIOR SYSTEM ENGINEER,"140,000","NEWARK, CA",08/02/2019,08/26/2019
ATIEVA USA INC,"SENIOR SYSTEMS ENGINEER, INFOTAINMENT","150,000","NEWARK, CA",08/26/2020,09/07/2020
ATIEVA USA INC,"SENIOR TECHNICAL PROGRAM MANAGER, DATA AND CYBER SECURITY","170,061","NEWARK, CA",07/01/2019,07/15/2019
ATIEVA USA INC,"SENIOR TECHNICAL PROGRAM MANAGER, INFOTAINMENT","190,000","NEWARK, CA",12/23/2019,01/20/2020
ATIEVA USA INC,SENIOR UX DESIGNER,"150,000","NEWARK, CA",03/13/2020,04/06/2020
ATIEVA USA INC,SENIOR WEB DEVELOPER,"140,000","NEWARK, CA",03/26/2019,09/25/2019
ATIEVA USA INC,SENSOR INTEGRATION ENGINEER,"115,000","NEWARK, CA",03/01/2019,08/31/2019
ATIEVA USA INC,SOFTWARE ENGINEER,"83,637","CASA GRANDE, AZ",10/07/2020,10/26/2020
ATIEVA USA INC,SOFTWARE ENGINEER,"120,931","NEWARK, CA",10/07/2020,10/26/2020
ATIEVA USA INC,SOFTWARE ENGINEER,"145,246","NEWARK, CA",10/07/2020,10/26/2020
ATIEVA USA INC,SOFTWARE ENGINEER,"150,000","NEWARK, CA",07/16/2020,07/27/2020
ATIEVA USA INC,SOFTWARE ENGINEER,"150,000","NEWARK, CA",02/27/2019,03/07/2019
ATIEVA USA INC,SOFTWARE ENGINEER,"169,562","NEWARK, CA",10/07/2020,10/26/2020
ATIEVA USA INC,SOFTWARE TEST MANAGER,"175,000","NEWARK, CA",10/17/2019,10/21/2019
ATIEVA USA INC,SR ELECTRICAL ENGINEER AND SOFTWARE CONFIGURATION ENGINEER,"135,000","NEWARK, CA",09/03/2020,09/28/2020
ATIEVA USA INC,SR EMBEDDED SOFTWARE ENGINEER,"170,000","NEWARK, CA",11/08/2019,12/09/2019
ATIEVA USA INC,SR. ADAS INTEGRATION ENGINEER,"145,000","NEWARK, CA",09/06/2019,09/16/2019
ATIEVA USA INC,"SR. AERO-THERMAL ENGINEER, HVAC AND THERMAL SYSTEMS","120,000","NEWARK, CA",04/14/2020,10/01/2020
ATIEVA USA INC,SR. AEROACOUSTICS ENGINEER,"142,500","NEWARK, CA",04/09/2019,04/18/2019
ATIEVA USA INC,"SR. APPLICATIONS DEVELOPER, 3D EXPERIENCE","170,000","NEWARK, CA",03/11/2019,03/19/2019
ATIEVA USA INC,SR. BUSINESS OPERATIONS ANALYST,"140,000","NEWARK, CA",10/06/2020,11/09/2020
ATIEVA USA INC,SR. EMBEDDED SOFTWARE ENGINEER,"170,000","NEWARK, CA",09/06/2019,09/16/2019
ATIEVA USA INC,"SR. ENGINEER, ANDROID SOFTWARE","144,040","NEWARK, CA",06/03/2020,06/22/2020
ATIEVA USA INC,"SR. ENGINEER, BUILD RELEASE","160,000","NEWARK, CA",07/01/2020,07/13/2020
ATIEVA USA INC,"SR. ENGINEER, CAE CRASHWORTHINESS","140,000","NEWARK, CA",05/04/2020,06/01/2020
ATIEVA USA INC,"SR. ENGINEER, POWER ELECTRONICS HARDWARE","160,000","NEWARK, CA",03/12/2019,03/20/2019
ATIEVA USA INC,"SR. ENGINEER, QUALITY SUPPLIER","140,000","NEWARK, CA",08/21/2020,10/01/2020
ATIEVA USA INC,"SR. ENGINEER, SDET","145,000","NEWARK, CA",06/19/2020,07/06/2020
ATIEVA USA INC,"SR. ENGINEER, SENSOR FUSION","160,000","NEWARK, CA",09/19/2019,10/07/2019
ATIEVA USA INC,"SR. ENGINEER, WIRE HARNESS SYSTEMS","125,000","NEWARK, CA",05/08/2020,10/01/2020
ATIEVA USA INC,SR. ENTERPRISE SYSTEMS SOFTWARE ENGINEER,"138,000","NEWARK, CA",12/26/2019,01/20/2020
ATIEVA USA INC,SR. ENVIRONMENTAL HOMOLOGATION ENGINEER,"130,000","NEWARK, CA",07/20/2020,07/27/2020
ATIEVA USA INC,SR. GLOBAL SUPPLY MANAGER,"125,000","NEWARK, CA",08/26/2020,10/01/2020
ATIEVA USA INC,SR. GLOBAL SUPPLY MANAGER,"130,000","NEWARK, CA",06/26/2020,08/18/2020
ATIEVA USA INC,SR. GLOBAL SUPPLY MANAGER,"130,000","NEWARK, CA",05/10/2019,06/03/2019
ATIEVA USA INC,"SR. GLOBAL SUPPLY MANAGER, SOFTWARE APPLICATIONS AND SERVICE","135,000","NEWARK, CA",07/13/2020,07/27/2020
ATIEVA USA INC,"SR. HR PROGRAM MANAGER, DIVERSITY AND INCLUSION","130,666","NEWARK, CA",07/28/2020,08/10/2020
ATIEVA USA INC,"SR. MANAGER, OEM BODY REPAIR PROGRAM & BIW SERVICEABILITY","165,000","NEWARK, CA",10/09/2019,10/16/2019
ATIEVA USA INC,SR. MATERIAL ENGINEER MATERIALS SPECIALIST,"120,000","NEWARK, CA",04/13/2020,10/01/2020
ATIEVA USA INC,"SR. MECHANICAL ENGINEER - MECHANICAL JOINING, BIW","147,500","NEWARK, CA",04/01/2019,04/09/2019
ATIEVA USA INC,"SR. MECHANICAL ENGINEER - MECHANICAL JOINING, BIW","149,500","NEWARK, CA",04/20/2020,06/01/2020
ATIEVA USA INC,"SR. MECHANICAL ENGINEER, BATTERY ENCLOSURE","147,000","NEWARK, CA",09/23/2020,03/25/2021
ATIEVA USA INC,"SR. MECHANICAL ENGINEER, CHASSIS","135,000","NEWARK, CA",12/23/2019,01/20/2020
ATIEVA USA INC,"SR. MECHANICAL ENGINEER, DOMAIN CONTROLLER ADAS AD","150,000","NEWARK, CA",08/26/2020,08/28/2020
ATIEVA USA INC,"SR. MOTION PLANNING & CONTROLS ENGINEER, AUTONOMOUS DRIVING","190,000","NEWARK, CA",12/23/2019,01/20/2020
ATIEVA USA INC,SR. SOFTWARE CONFIGURATION ENGINEER,"125,000","NEWARK, CA",07/07/2020,07/20/2020
ATIEVA USA INC,SR. SOFTWARE ENGINEER,"147,181","NEWARK, CA",01/23/2019,07/18/2019
ATIEVA USA INC,SR. SOFTWARE ENGINEER,"147,181","NEWARK, CA",02/01/2019,07/18/2019
ATIEVA USA INC,SR. SOFTWARE ENGINEER PLATFORM,"170,000","NEWARK, CA",09/25/2020,10/08/2020
ATIEVA USA INC,"SR. SOFTWARE ENGINEER, DATA PIPELINE","160,000","NEWARK, CA",09/10/2019,09/23/2019
ATIEVA USA INC,"SR. SOFTWARE ENGINEER, NETWORK COMMUNICATIONS","120,000","NEWARK, CA",05/11/2020,06/15/2020
ATIEVA USA INC,SR. SUPPLIER QUALITY ENGINEER,"140,000","NEWARK, CA",06/19/2020,07/13/2020
ATIEVA USA INC,"SR. SYSTEM ENGINEER, ADAS SAFETY ASSISTANCE SYSTEMS","150,000","NEWARK, CA",10/07/2019,10/14/2019
ATIEVA USA INC,"SR. TECH. PROGRAM MANAGER, INFOTAINMENT SOFTWARE SYSTEMS","190,000","NEWARK, CA",05/18/2020,05/25/2020
ATIEVA USA INC,"SR. TECH. PROGRAM MANAGER, INFOTAINMENT SOFTWARE SYSTEMS","190,000","NEWARK, CA",05/18/2020,05/25/2020
ATIEVA USA INC,"SR. TECH. PROGRAM MANAGER, INFOTAINMENT SOFTWARE SYSTEMS","190,000","NEWARK, CA",01/03/2020,01/20/2020
ATIEVA USA INC,"SR. TECHNICAL PROGRAM MANAGER, ENTERPRISE SYSTEMS","185,000","NEWARK, CA",09/25/2020,10/05/2020
ATIEVA USA INC,"SR. TECHNICAL PROGRAM MANAGER, INFOTAINMENT","170,000","NEWARK, CA",05/26/2020,06/08/2020
ATIEVA USA INC,SR. VALIDATION ENGINEER - ADAS PARKING FUNCTIONS,"160,000","NEWARK, CA",05/08/2020,10/01/2020
ATIEVA USA INC,STAFF ACCOUNTANT,"75,000","NEWARK, CA",02/12/2019,08/14/2019
ATIEVA USA INC,"STAFF ENGINEER, AUTOMOTIVE EE INTEGRATION","150,000","NEWARK, CA",10/22/2018,03/21/2019
ATIEVA USA INC,"STAFF ENGINEER, AUTOMOTIVE EE INTEGRATION","150,000","NEWARK, CA",10/23/2018,03/21/2019
ATIEVA USA INC,SUPPLIER QUALITY ENGINEER,"100,000","NEWARK, CA",04/27/2020,10/01/2020
ATIEVA USA INC,SUPPLIER QUALITY ENGINEER,"115,000","NEWARK, CA",12/17/2019,01/13/2020
ATIEVA USA INC,SUPPLIER QUALITY ENGINEER,"125,000","NEWARK, CA",09/24/2020,10/26/2020
ATIEVA USA INC,SUPPLIER QUALITY ENGINEER,"125,000","NEWARK, CA",08/16/2019,09/03/2019
ATIEVA USA INC,SUPPLIER QUALITY ENGINEER,"125,000","NEWARK, CA",07/10/2020,08/03/2020
ATIEVA USA INC,SUPPLIER QUALITY ENGINEER,"130,000","NEWARK, CA",09/10/2020,09/28/2020
ATIEVA USA INC,TECHNICAL PROGRAM MANAGER,"120,000","NEWARK, CA",07/11/2019,07/22/2019
ATIEVA USA INC,"TECHNICAL PROGRAM MANAGER, CONTROL SYSTEMS","180,000","NEWARK, CA",11/26/2019,01/06/2020
ATIEVA USA INC,"TECHNICAL PROGRAM MANAGER, INFOTAINMENT","148,000","NEWARK, CA",11/26/2019,01/06/2020
ATIEVA USA INC,"TECHNICAL PROGRAM MANAGER, SAFETY SYSTEMS","140,000","NETWORK, CA",02/06/2020,02/24/2020
ATIEVA USA INC,TECHNICAL SPECIALIST - EMBEDDED SOFTWARE ENGINEER,"165,000","NEWARK, CA",02/06/2020,03/09/2020
ATIEVA USA INC,"TECHNICAL SPECIALIST, PERCEPTION ALGORITHM ENGINEER - AD","155,000","NEWARK, CA",05/21/2020,06/22/2020
ATIEVA USA INC,"TEST ENGINEER â MODEL BASED DESIGN, AUTOMOTIVE CONTROLS","160,000","NEWARK, CA",10/02/2020,10/15/2020
ATIEVA USA INC,USER EXPERIENCE DESIGNER,"120,000","NEWARK, CA",06/15/2020,06/24/2020
ATIEVA USA INC,USER EXPERIENCE DESIGNER,"120,000","NEWARK, CA",03/12/2019,09/11/2019
ATIEVA USA INC,UX DESIGNER,"120,000","NEWARK, CA",04/19/2019,05/06/2019
ATIEVA USA INC,VALIDATION ENGINEER - ADAS VIEWING SYSTEMS,"120,000","NEWARK, CA",10/21/2019,10/28/2019
ATIEVA USA INC,"VALIDATION ENGINEER, ADAS SAFETY ASSISTANCE SYSTEMS","145,000","NEWARK, CA",09/11/2019,09/23/2019
ATIEVA USA INC,VISUAL DESIGNER,"90,000","NEWARK, CA",04/27/2020,10/01/2020
ATIEVA USA INC,VISUAL DESIGNER,"93,600","NEWARK, CA",02/12/2019,08/14/2019
ATIEVA USA INC,VISUALIZATION REAL-TIME INTERACTION DESIGNER,"145,000","NEWARK, CA",09/18/2019,09/30/2019
ATIEVA USA INC,WIRE HARNESS SYSTEMS ENGINEER,"110,000","NEWARK, CA",04/02/2019,04/10/2019
ATLIS MOTOR VEHICLES,BATTERY CELL ENGINEER,"85,000","MESA, AZ",08/14/2020,08/14/2020
ATLIS MOTOR VEHICLES,BATTERY CELL ENGINEER,"85,000","MESA, AZ",08/12/2020,08/12/2020
ATLIS MOTOR VEHICLES,ELECTRICAL ENGINEER,"80,000","MESA, AZ",03/27/2019,03/28/2019
ATLIS MOTOR VEHICLES LLC,ELECTRONICS TEST & VALIDATION ENGINEER,"84,906","MESA, AZ",05/26/2022,10/01/2022
ATLIS MOTOR VEHICLES LLC,EMBEDDED ENGINEER,"115,856","MESA, AZ",03/22/2023,03/27/2023
ATLIS MOTOR VEHICLES LLC,FIRMWARE ENGINEER,"63,877","MEZA, AZ",05/14/2021,10/01/2021
ATLIS MOTOR VEHICLES,LEAD VEHICLE DESIGNER,"84,000","MESA, AZ",03/27/2019,03/28/2019
ATLIS MOTOR VEHICLES LLC,MECHANICAL DESIGN ENGINEER,"84,906","MESA, AZ",04/07/2022,04/08/2022
ATLIS MOTOR VEHICLES LLC,"MECHANICAL DESIGN ENGINEER, INTERIOR","101,046","MESA, AZ",05/09/2022,05/09/2022
ATLIS MOTOR VEHICLES LLC,MECHANICAL ENGINEER,"84,906","MESA, AZ",05/26/2022,10/01/2022
ATLIS MOTOR VEHICLES LLC,MECHANICAL ENGINEER,"117,187","MESA, AZ",01/18/2022,01/31/2022
ATLIS MOTOR VEHICLES LLC,"MECHANICAL ENGINEER, BATTERY PACK","117,125","MESA, AZ",03/24/2023,03/30/2023
ATLIS MOTOR VEHICLES LLC,MECHANICAL ENGINEER- XP PLATFORM,"63,877","MESA, AZ",05/10/2021,10/01/2021
ATLIS MOTOR VEHICLES LLC,MECHANICAL ENGINEER-DEVELOPMENT,"117,187","MESA, AZ",02/15/2022,03/01/2022
ATLIS MOTOR VEHICLES LLC,POWER CONTROLS ENGINEER,"83,907","MESA, AZ",05/26/2022,10/01/2022
ATLIS MOTOR VEHICLES,SENIOR ENGINEER - BATTERY PACK,"115,000","MESA, AZ",08/14/2020,08/14/2020
ATLIS MOTOR VEHICLES LLC,SENIOR SOFTWARE ENGINEER,"123,906","NOVI, MI",11/19/2021,11/22/2021
ATLIS MOTOR VEHICLES LLC,SIMULATION ENGINEER,"117,125","MESA, AZ",03/29/2023,04/05/2023
BLUE CURRENT INC,PRODUCTION ENGINEER,"116,500","HAYWARD, CA",04/29/2022,10/01/2022
BLUE CURRENT INC,PRODUCTION ENGINEER,"116,500","HAYWARD, CA",05/02/2022,10/01/2022
CADENZA INNOVATION INC,BATTERY ENGINEER,"66,000","BETHEL, CT",03/14/2019,09/03/2019
CADENZA INNOVATION INC,ENGINEERING MANAGER,"129,147","DANBURY, CT",09/21/2023,10/01/2023
CADENZA VENTURES MANAGEMENT COMPANY LLC,INVESTMENT ASSOCIATE,"110,000","NEW YORK, NY",04/08/2024,10/01/2024
CADENZA INNOVATION INC,MECHANICAL ENGINEER,"62,500","DANBURY, CT",05/23/2024,10/01/2024
CANOO TECHNOLOGIES INC,12V DEVICE & BATTERY DESIGN RELEASE ENGINEER,"110,250","TORRANCE, CA",04/22/2022,10/01/2022
CANOO TECHNOLOGIES INC,12V DEVICE & BATTERY DESIGN RELEASE ENGINEER,"110,250","TORRANCE, CA",04/22/2022,10/01/2022
CANOO TECHNOLOGIES INC,ADAS APPLICATION SOFTWARE ENGINEER,"115,000","OKLAHOMA CITY, OK",05/09/2024,10/01/2024
CANOO TECHNOLOGIES INC,ADAS ENGINEER,"140,000","ROCHESTER HILLS, MI",02/08/2022,02/14/2022
CANOO TECHNOLOGIES INC,ADAS ENGINEER,"140,000","ROCHESTER HILLS, MI",02/08/2022,02/14/2022
CANOO TECHNOLOGIES INC,ADAS ENGINEER DMS ALGORITHM DEVELOPMENT,"140,000","TORRANCE, CA",03/24/2022,04/01/2022
CANOO TECHNOLOGIES INC,"ADAS ENGINEER, MOTION CONTROLS DEVELOPER","140,000","ANN ARBOR, MI",02/27/2023,03/06/2023
CANOO TECHNOLOGIES INC,"ADAS ENGINEER, PHYSICAL TESTING VEHICLE INTEGRATION","165,000","TORRANCE, CA",10/26/2021,11/29/2021
CANOO TECHNOLOGIES INC,"ADAS ENGINEER, PHYSICAL TESTING VEHICLE INTEGRATION","165,000","TORRANCE, CA",10/26/2021,11/29/2021
CANOO TECHNOLOGIES INC,"ADAS ENGINEER, SW INFRASTRUCTURE, ML","135,000","TORRANCE, CA",02/20/2023,03/06/2023
CANOO TECHNOLOGIES INC,"ADAS FEATURE, FUNCTIONAL OWNER, SOFTWARE ENGINEER","145,000","ANN ARBOR, MI",06/28/2022,07/01/2022
CANOO TECHNOLOGIES INC,ADAS HARDWARE-IN-THE-LOOP TEST ENGINEER,"130,000","TORRANCE, CA",04/22/2022,10/01/2022
CANOO TECHNOLOGIES INC,ADAS HARDWARE-IN-THE-LOOP TEST ENGINEER,"130,000","TORRANCE, CA",04/22/2022,10/01/2022
CANOO TECHNOLOGIES INC,ADAS LEAD SYSTEMS ENGINEER,"160,000","NOVI, MI",05/16/2022,05/26/2022
CANOO TECHNOLOGIES INC,ADAS LEAD SYSTEMS ENGINEER,"160,000","NOVI, MI",05/16/2022,05/26/2022
CANOO TECHNOLOGIES INC,ADAS PLATFORM BSW LINUX ENGINEER,"139,420","TORRANCE, CA",05/25/2021,06/02/2021
CANOO TECHNOLOGIES INC,ADAS PLATFORM BSW LINUX ENGINEER,"145,000","TORRANCE, CA",03/08/2024,05/31/2024
CANOO TECHNOLOGIES INC,ADAS SIMULATION ENGINEER,"155,000","CANTON, MI",12/08/2021,01/10/2022
CANOO TECHNOLOGIES INC,ADAS SR. SYSTEMS ENGINEER,"170,000","LAKE ORION, MI",05/05/2022,05/30/2022
CANOO TECHNOLOGIES INC,ADAS SYSTEM ARCHITECT,"152,000","FARMINGTON HILLS, MI",03/02/2022,03/21/2022
CANOO TECHNOLOGIES INC,ADVANCED MANUFACTURING ENGINEER,"110,000","ROCHESTER, MI",08/18/2023,08/24/2023
CANOO TECHNOLOGIES INC,ADVANCED MANUFACTURING ENGINEER,"110,000","ROCHESTER, MI",04/18/2023,05/08/2023
CANOO TECHNOLOGIES INC,ADVANCED MANUFACTURING ENGINEER,"110,000","ROCHESTER, MI",08/18/2023,08/24/2023
CANOO TECHNOLOGIES INC,ADVANCED VEHICLE ENGINEER,"130,000","WATERFORD, MI",09/20/2021,09/27/2021
